timestamp,elapsed_s,distance_m,speed_m_s,stroke_rate_spm,latitude,longitude,gps_accuracy_m
2026-01-20T06:06:33.092-03:00,356.092,1109.093,1.788,0.00,10.0098637,10.0000368,3.55
2026-01-20T06:06:43.092-03:00,366.092,1126.302,1.695,0.00,10.0100141,9.9999989,3.84
2026-01-20T06:06:53.092-03:00,376.092,1143.352,1.694,0.00,10.0101688,10.0000126,4.63
2026-01-20T06:07:03.092-03:00,386.092,1160.403,1.656,0.00,10.0103263,10.0000042,3.93
2026-01-20T06:07:13.092-03:00,396.092,1177.243,1.679,0.00,10.0104444,10.0000082,4.70
2026-01-20T06:07:23.092-03:00,406.092,1193.925,1.620,0.00,10.0105932,10.0000212,3.21
2026-01-20T06:07:33.092-03:00,416.092,1210.850,1.710,0.00,10.0107439,10.0000247,3.72
2026-01-20T06:07:43.092-03:00,426.092,1227.914,1.696,0.00,10.0108995,10.0000295,4.18
2026-01-20T06:07:53.092-03:00,436.092,1245.070,1.782,0.00,10.0110626,10.0000266,4.06
2026-01-20T06:08:03.092-03:00,446.092,1262.322,1.707,0.00,10.0112341,10.0000308,3.44
2026-01-20T06:08:13.092-03:00,456.092,1279.819,1.805,0.00,10.0113715,10.0000222,3.69
2026-01-20T06:08:23.092-03:00,466.092,1297.216,1.706,0.00,10.0115466,10.0000033,3.20
2026-01-20T06:08:33.092-03:00,476.092,1315.021,1.770,0.00,10.0116675,10.0000143,4.48
2026-01-20T06:08:43.092-03:00,486.092,1332.830,1.769,0.00,10.0118283,10.0000313,4.12
2026-01-20T06:08:53.092-03:00,496.092,1350.546,1.796,0.00,10.0119867,10.0000104,3.54
2026-01-20T06:09:03.092-03:00,506.092,1367.922,1.697,0.00,10.0121411,9.9999861,3.29
2026-01-20T06:09:13.092-03:00,516.092,1385.059,1.710,0.00,10.0122881,10.0000024,3.13
2026-01-20T06:09:23.092-03:00,526.092,1401.900,1.638,0.00,10.0124592,9.9999896,2.16
2026-01-20T06:09:33.092-03:00,536.092,1418.558,1.643,0.00,10.0126068,10.0000242,4.59
2026-01-20T06:09:43.092-03:00,546.092,1443.942,3.398,0.00,10.0128442,10.0000127,2.10
2026-01-20T06:09:53.092-03:00,556.092,1477.630,3.331,0.00,10.0131436,9.9999862,2.18
2026-01-20T06:10:03.092-03:00,566.092,1511.562,3.412,0.00,10.0134542,10.0000180,3.82
2026-01-20T06:10:13.092-03:00,576.092,1545.543,3.436,0.00,10.0137383,10.0000196,2.61
2026-01-20T06:10:23.092-03:00,586.092,1579.363,3.391,0.00,10.0140471,10.0000032,2.79
2026-01-20T06:10:33.092-03:00,596.092,1612.978,3.383,0.00,10.0143530,10.0000189,2.37
2026-01-20T06:10:43.092-03:00,606.092,1646.400,3.364,0.00,10.0146509,10.0000086,4.46
2026-01-20T06:10:53.092-03:00,616.092,1679.654,3.286,0.00,10.0149127,9.9999821,3.86
2026-01-20T06:11:03.092-03:00,626.092,1712.841,3.335,0.00,10.0152328,9.9999838,3.83
2026-01-20T06:11:13.092-03:00,636.092,1746.349,3.311,0.00,10.0155179,10.0000036,4.24
2026-01-20T06:11:23.092-03:00,646.092,1779.838,3.370,0.00,10.0158235,9.9999911,3.52
2026-01-20T06:11:33.092-03:00,656.092,1813.551,3.406,0.00,10.0161156,9.9999992,4.84
2026-01-20T06:11:43.092-03:00,666.092,1847.363,3.398,0.00,10.0164175,9.9999860,2.36
2026-01-20T06:11:53.092-03:00,676.092,1881.265,3.416,0.00,10.0166987,9.9999812,3.37
2026-01-20T06:12:03.092-03:00,686.092,1915.321,3.385,0.00,10.0170250,9.9999982,2.46
2026-01-20T06:12:13.092-03:00,696.092,1949.165,3.361,0.00,10.0173052,10.0000028,3.39
2026-01-20T06:12:23.092-03:00,706.092,1982.669,3.291,0.00,10.0176069,9.9999917,4.37
2026-01-20T06:12:33.092-03:00,716.092,2015.947,3.314,0.00,10.0179286,9.9999842,4.42
2026-01-20T06:12:43.092-03:00,726.092,2049.236,3.267,0.00,10.0182173,9.9999869,2.77
2026-01-20T06:12:53.092-03:00,736.092,2082.336,3.313,0.00,10.0184940,9.9999777,4.15
2026-01-20T06:13:03.092-03:00,746.092,2115.591,3.319,0.00,10.0188225,9.9999852,2.30
2026-01-20T06:13:13.092-03:00,756.092,2149.240,3.385,0.00,10.0191105,10.0000026,2.95
2026-01-20T06:13:23.092-03:00,766.092,2183.070,3.334,0.00,10.0194207,9.9999584,3.97
2026-01-20T06:13:33.092-03:00,776.092,2217.000,3.386,0.00,10.0196820,9.9999893,4.51
2026-01-20T06:13:43.092-03:00,786.092,2250.894,3.327,0.00,10.0199933,9.9999686,3.10
2026-01-20T06:13:53.092-03:00,796.092,2284.733,3.406,0.00,10.0202887,9.9999886,4.44
2026-01-20T06:14:03.092-03:00,806.092,2318.404,3.342,0.00,10.0205859,9.9999692,4.27
2026-01-20T06:14:13.092-03:00,816.092,2351.882,3.310,0.00,10.0208893,9.9999668,3.44
2026-01-20T06:14:23.092-03:00,826.092,2385.374,3.302,0.00,10.0212006,9.9999736,3.38
2026-01-20T06:14:33.092-03:00,836.092,2418.769,3.375,0.00,10.0215071,9.9999819,4.48
2026-01-20T06:14:39.123-03:00,842.123,2438.981,3.299,0.00,10.0216825,9.9999997,4.75
2026-01-20T06:14:49.123-03:00,852.123,2455.902,1.748,0.00,10.0218371,9.9999621,3.88
2026-01-20T06:14:59.123-03:00,862.123,2472.703,1.700,0.00,10.0219829,9.9999841,2.68
2026-01-20T06:15:09.123-03:00,872.123,2489.814,1.777,0.00,10.0221483,9.9999687,3.14
2026-01-20T06:15:19.123-03:00,882.123,2506.928,1.763,0.00,10.0223005,9.9999554,2.91
2026-01-20T06:15:29.123-03:00,892.123,2524.656,1.742,0.00,10.0224567,9.9999646,4.13
2026-01-20T06:15:39.123-03:00,902.123,2542.603,1.762,0.00,10.0226028,9.9999770,3.92
2026-01-20T06:15:49.123-03:00,912.123,2560.458,1.732,0.00,10.0227559,9.9999593,4.85
2026-01-20T06:15:59.123-03:00,922.123,2578.197,1.782,0.00,10.0228981,9.9999647,3.44
2026-01-20T06:16:09.123-03:00,932.123,2595.894,1.799,0.00,10.0230490,9.9999634,4.97
2026-01-20T06:16:19.123-03:00,942.123,2613.085,1.757,0.00,10.0232340,9.9999584,2.90
2026-01-20T06:16:29.123-03:00,952.123,2630.087,1.662,0.00,10.0233897,9.9999769,3.60
2026-01-20T06:16:39.123-03:00,962.123,2646.915,1.717,0.00,10.0235401,9.9999926,2.76
2026-01-20T06:16:49.123-03:00,972.123,2663.840,1.636,0.00,10.0236848,9.9999600,3.23
2026-01-20T06:16:59.123-03:00,982.123,2680.538,1.699,0.00,10.0237996,9.9999922,4.66
2026-01-20T06:17:09.123-03:00,992.123,2697.308,1.678,0.00,10.0239896,10.0000043,3.72
2026-01-20T06:17:19.123-03:00,1002.123,2714.162,1.678,0.00,10.0241353,10.0000042,3.05
2026-01-20T06:17:29.123-03:00,1012.123,2731.276,1.768,0.00,10.0242786,9.9999704,3.15
2026-01-20T06:17:39.123-03:00,1022.123,2748.704,1.746,0.00,10.0244312,9.9999943,4.33
2026-01-20T06:17:49.123-03:00,1032.123,2766.191,1.774,0.00,10.0245894,10.0000091,2.33
2026-01-20T06:17:59.123-03:00,1042.123,2783.949,1.797,0.00,10.0247520,9.9999957,2.38
2026-01-20T06:18:09.123-03:00,1052.123,2801.513,1.758,0.00,10.0249042,10.0000071,2.86
2026-01-20T06:18:19.123-03:00,1062.123,2819.046,1.732,0.00,10.0250374,9.9999946,3.02
2026-01-20T06:18:29.123-03:00,1072.123,2836.522,1.728,0.00,10.0251978,9.9999952,3.49
2026-01-20T06:18:39.123-03:00,1082.123,2854.034,1.764,0.00,10.0253658,9.9999826,4.20
2026-01-20T06:18:49.123-03:00,1092.123,2888.096,3.434,0.00,10.0256533,10.0000043,3.91
2026-01-20T06:18:59.123-03:00,1102.123,2921.986,3.365,0.00,10.0259637,10.0000162,3.17
2026-01-20T06:19:09.123-03:00,1112.123,2955.856,3.398,0.00,10.0262630,10.0000155,4.95
2026-01-20T06:19:19.123-03:00,1122.123,2989.633,3.371,0.00,10.0265507,9.9999980,3.68
2026-01-20T06:19:29.123-03:00,1132.123,3023.166,3.377,0.00,10.0268839,9.9999872,2.45
2026-01-20T06:19:39.123-03:00,1142.123,3056.725,3.347,0.00,10.0271504,9.9999799,3.89
2026-01-20T06:19:49.123-03:00,1152.123,3089.955,3.337,0.00,10.0274612,10.0000221,4.28
2026-01-20T06:19:59.123-03:00,1162.123,3123.090,3.333,0.00,10.0277748,10.0000239,2.31
2026-01-20T06:20:09.123-03:00,1172.123,3156.452,3.304,0.00,10.0280686,9.9999849,3.67
2026-01-20T06:20:19.123-03:00,1182.123,3190.097,3.354,0.00,10.0283617,10.0000266,2.61
2026-01-20T06:20:29.123-03:00,1192.123,3223.861,3.366,0.00,10.0286483,9.9999866,3.29
2026-01-20T06:20:39.123-03:00,1202.123,3257.842,3.422,0.00,10.0289369,10.0000264,2.29
2026-01-20T06:20:49.123-03:00,1212.123,3291.799,3.401,0.00,10.0292602,10.0000153,4.81
2026-01-20T06:20:59.123-03:00,1222.123,3325.812,3.444,0.00,10.0295518,10.0000196,2.13
2026-01-20T06:21:09.123-03:00,1232.123,3359.549,3.377,0.00,10.0298672,10.0000174,4.15
2026-01-20T06:21:19.123-03:00,1242.123,3392.964,3.302,0.00,10.0301533,9.9999929,4.39
2026-01-20T06:21:29.123-03:00,1252.123,3426.327,3.292,0.00,10.0304505,10.0000236,4.97
2026-01-20T06:21:39.123-03:00,1262.123,3459.616,3.306,0.00,10.0307628,10.0000296,3.81
2026-01-20T06:21:49.123-03:00,1272.123,3492.927,3.315,0.00,10.0310182,10.0000314,3.83
2026-01-20T06:21:59.123-03:00,1282.123,3526.405,3.319,0.00,10.0313555,10.0000185,4.14
2026-01-20T06:22:09.123-03:00,1292.123,3559.976,3.305,0.00,10.0316402,10.0000339,2.39
2026-01-20T06:22:19.123-03:00,1302.123,3593.819,3.411,0.00,10.0319392,10.0000156,3.19
2026-01-20T06:22:29.123-03:00,1312.123,3627.757,3.413,0.00,10.0322573,10.0000328,2.14
2026-01-20T06:22:39.123-03:00,1322.123,3661.656,3.399,0.00,10.0325499,10.0000111,3.82
2026-01-20T06:22:49.123-03:00,1332.123,3695.448,3.306,0.00,10.0328193,10.0000281,2.23
2026-01-20T06:22:59.123-03:00,1342.123,3729.058,3.353,0.00,10.0331456,10.0000099,3.63
2026-01-20T06:23:09.123-03:00,1352.123,3762.411,3.335,0.00,10.0334404,10.0000314,4.56
2026-01-20T06:23:19.123-03:00,1362.123,3795.501,3.247,0.00,10.0337066,10.0000095,3.41
2026-01-20T06:23:29.123-03:00,1372.123,3828.746,3.320,0.00,10.0340128,10.0000326,4.41
2026-01-20T06:23:39.123-03:00,1382.123,3862.249,3.387,0.00,10.0343160,10.0000287,4.39
2026-01-20T06:23:45.262-03:00,1388.262,3874.599,1.666,0.00,10.0344336,10.0000033,3.06
2026-01-20T06:23:55.262-03:00,1398.262,3891.340,1.676,0.00,10.0345655,10.0000343,3.13
2026-01-20T06:24:05.262-03:00,1408.262,3908.172,1.712,0.00,10.0347274,10.0000428,2.58
2026-01-20T06:24:15.262-03:00,1418.262,3924.947,1.657,0.00,10.0348885,10.0000228,3.53
2026-01-20T06:24:25.262-03:00,1428.262,3941.584,1.694,0.00,10.0350421,10.0000134,2.60
2026-01-20T06:24:35.262-03:00,1438.262,3958.629,1.714,0.00,10.0351983,10.0000127,3.97
2026-01-20T06:24:45.262-03:00,1448.262,3976.018,1.782,0.00,10.0353124,10.0000446,3.47
2026-01-20T06:24:55.262-03:00,1458.262,3993.216,1.673,0.00,10.0354818,10.0000301,4.70
2026-01-20T06:25:05.262-03:00,1468.262,4010.632,1.748,0.00,10.0356488,10.0000113,2.82
2026-01-20T06:25:15.262-03:00,1478.262,4028.381,1.808,0.00,10.0357842,10.0000174,4.36
2026-01-20T06:25:25.262-03:00,1488.262,4046.068,1.807,0.00,10.0359343,10.0000175,3.07
2026-01-20T06:25:35.262-03:00,1498.262,4063.532,1.731,0.00,10.0361068,10.0000311,3.73
2026-01-20T06:25:45.262-03:00,1508.262,4081.332,1.813,0.00,10.0362549,10.0000421,4.92
2026-01-20T06:25:55.262-03:00,1518.262,4098.667,1.710,0.00,10.0364300,9.9999991,3.25
2026-01-20T06:26:05.262-03:00,1528.262,4116.002,1.712,0.00,10.0365940,10.0000264,2.17
2026-01-20T06:26:15.262-03:00,1538.262,4132.935,1.691,0.00,10.0367127,10.0000278,2.84
2026-01-20T06:26:25.262-03:00,1548.262,4149.728,1.686,0.00,10.0368957,10.0000079,4.02
2026-01-20T06:26:35.262-03:00,1558.262,4166.545,1.670,0.00,10.0370123,10.0000319,2.32
2026-01-20T06:26:45.262-03:00,1568.262,4183.345,1.715,0.00,10.0371891,10.0000375,4.25
2026-01-20T06:26:55.262-03:00,1578.262,4200.161,1.624,0.00,10.0373243,10.0000089,4.54
2026-01-20T06:27:05.262-03:00,1588.262,4216.950,1.705,0.00,10.0374750,10.0000200,3.93
2026-01-20T06:27:15.262-03:00,1598.262,4234.356,1.701,0.00,10.0376248,10.0000294,4.46
2026-01-20T06:27:25.262-03:00,1608.262,4251.891,1.752,0.00,10.0377743,10.0000293,4.28
2026-01-20T06:27:35.262-03:00,1618.262,4269.385,1.761,0.00,10.0379468,10.0000027,2.77
2026-01-20T06:27:45.262-03:00,1628.262,4296.734,3.662,0.00,10.0381851,10.0000211,3.15
2026-01-20T06:27:55.262-03:00,1638.262,4333.775,3.731,0.00,10.0385323,9.9999869,4.61
2026-01-20T06:28:05.262-03:00,1648.262,4370.635,3.652,0.00,10.0388589,9.9999870,2.50
2026-01-20T06:28:15.262-03:00,1658.262,4407.517,3.665,0.00,10.0391618,10.0000163,3.08
2026-01-20T06:28:25.262-03:00,1668.262,4444.038,3.652,0.00,10.0394734,10.0000173,2.51
2026-01-20T06:28:35.262-03:00,1678.262,4480.460,3.636,0.00,10.0398265,10.0000032,4.91
2026-01-20T06:28:45.262-03:00,1688.262,4516.756,3.571,0.00,10.0401318,9.9999965,2.15
2026-01-20T06:28:55.262-03:00,1698.262,4553.179,3.603,0.00,10.0404459,9.9999963,4.62
2026-01-20T06:29:05.262-03:00,1708.262,4589.786,3.701,0.00,10.0408011,9.9999852,4.39
2026-01-20T06:29:15.262-03:00,1718.262,4626.831,3.707,0.00,10.0411275,9.9999974,2.14
2026-01-20T06:29:25.262-03:00,1728.262,4663.904,3.732,0.00,10.0414619,9.9999895,3.83
2026-01-20T06:29:35.262-03:00,1738.262,4701.214,3.705,0.00,10.0417571,9.9999870,3.52
2026-01-20T06:29:45.262-03:00,1748.262,4738.341,3.698,0.00,10.0421297,10.0000092,3.76
2026-01-20T06:29:55.262-03:00,1758.262,4775.157,3.649,0.00,10.0424355,10.0000145,2.81
2026-01-20T06:30:05.262-03:00,1768.262,4811.341,3.638,0.00,10.0427675,9.9999805,2.56
2026-01-20T06:30:15.262-03:00,1778.262,4847.177,3.615,0.00,10.0430922,9.9999904,4.29
2026-01-20T06:30:25.262-03:00,1788.262,4882.415,3.469,0.00,10.0434031,9.9999831,4.54
2026-01-20T06:30:35.262-03:00,1798.262,4917.285,3.468,0.00,10.0436853,9.9999864,3.56
2026-01-20T06:30:45.262-03:00,1808.262,4951.602,3.440,0.00,10.0440050,9.9999807,3.91
2026-01-20T06:30:55.262-03:00,1818.262,4985.464,3.390,0.00,10.0442860,10.0000035,3.29
2026-01-20T06:31:05.262-03:00,1828.262,5019.162,3.386,0.00,10.0446008,9.9999643,4.90
2026-01-20T06:31:15.262-03:00,1838.262,5052.510,3.342,0.00,10.0449188,9.9999983,2.62
2026-01-20T06:31:25.262-03:00,1848.262,5085.623,3.283,0.00,10.0452113,10.0000008,2.01
2026-01-20T06:31:35.262-03:00,1858.262,5118.240,3.246,0.00,10.0455036,10.0000044,3.84
2026-01-20T06:31:45.262-03:00,1868.262,5150.394,3.169,0.00,10.0457482,9.9999635,3.22
2026-01-20T06:31:55.262-03:00,1878.262,5182.266,3.141,0.00,10.0460627,9.9999774,3.20
2026-01-20T06:32:05.262-03:00,1888.262,5213.897,3.167,0.00,10.0463464,9.9999653,4.51
2026-01-20T06:32:15.262-03:00,1898.262,5245.683,3.214,0.00,10.0466337,9.9999601,2.78
2026-01-20T06:32:25.262-03:00,1908.262,5277.422,3.151,0.00,10.0468926,9.9999586,2.86
2026-01-20T06:32:34.301-03:00,1917.301,5299.100,1.820,0.00,10.0470797,9.9999838,4.31
2026-01-20T06:32:44.301-03:00,1927.301,5317.001,1.737,0.00,10.0472614,9.9999901,4.27
2026-01-20T06:32:54.301-03:00,1937.301,5334.615,1.757,0.00,10.0474140,9.9999600,3.41
2026-01-20T06:33:04.301-03:00,1947.301,5352.150,1.767,0.00,10.0475646,9.9999861,3.57
2026-01-20T06:33:14.301-03:00,1957.301,5369.363,1.674,0.00,10.0477261,10.0000001,4.41
2026-01-20T06:33:24.301-03:00,1967.301,5386.380,1.681,0.00,10.0478812,9.9999554,2.84
2026-01-20T06:33:34.301-03:00,1977.301,5403.044,1.659,0.00,10.0480369,9.9999573,2.12
2026-01-20T06:33:44.301-03:00,1987.301,5419.915,1.625,0.00,10.0481426,9.9999647,4.55
2026-01-20T06:33:54.301-03:00,1997.301,5436.500,1.655,0.00,10.0482993,9.9999916,4.61
2026-01-20T06:34:04.301-03:00,2007.301,5453.364,1.715,0.00,10.0484781,9.9999654,4.36
2026-01-20T06:34:14.301-03:00,2017.301,5470.494,1.746,0.00,10.0486362,9.9999745,3.54
2026-01-20T06:34:24.301-03:00,2027.301,5487.561,1.735,0.00,10.0487600,9.9999563,3.97
2026-01-20T06:34:34.301-03:00,2037.301,5504.937,1.696,0.00,10.0489077,9.9999659,4.68
2026-01-20T06:34:44.301-03:00,2047.301,5522.325,1.759,0.00,10.0490889,9.9999860,3.58
2026-01-20T06:34:54.301-03:00,2057.301,5539.938,1.768,0.00,10.0492497,9.9999970,2.14
2026-01-20T06:35:04.301-03:00,2067.301,5557.586,1.725,0.00,10.0493935,9.9999928,3.53
2026-01-20T06:35:14.301-03:00,2077.301,5575.256,1.730,0.00,10.0495536,9.9999680,4.68
2026-01-20T06:35:24.301-03:00,2087.301,5592.926,1.719,0.00,10.0497201,9.9999784,2.12
2026-01-20T06:35:34.301-03:00,2097.301,5610.216,1.733,0.00,10.0498501,9.9999880,3.82
2026-01-20T06:35:44.301-03:00,2107.301,5627.106,1.657,0.00,10.0500038,9.9999938,4.44
2026-01-20T06:35:54.301-03:00,2117.301,5643.998,1.686,0.00,10.0501372,9.9999625,4.24
2026-01-20T06:36:04.301-03:00,2127.301,5660.754,1.681,0.00,10.0502937,9.9999632,2.88
2026-01-20T06:36:14.301-03:00,2137.301,5677.418,1.641,0.00,10.0504349,9.9999636,2.55
2026-01-20T06:36:24.301-03:00,2147.301,5694.084,1.661,0.00,10.0505897,10.0000084,3.91
2026-01-20T06:36:34.301-03:00,2157.301,5717.681,2.992,0.00,10.0508178,10.0000033,3.78
2026-01-20T06:36:44.301-03:00,2167.301,5748.122,3.093,0.00,10.0510997,10.0000088,2.91
2026-01-20T06:36:54.301-03:00,2177.301,5778.465,3.007,0.00,10.0513513,9.9999979,4.91
2026-01-20T06:37:04.301-03:00,2187.301,5808.722,3.042,0.00,10.0516412,9.9999979,3.84
2026-01-20T06:37:14.301-03:00,2197.301,5838.799,3.039,0.00,10.0518974,9.9999902,3.82
2026-01-20T06:37:24.301-03:00,2207.301,5868.585,2.904,0.00,10.0521425,10.0000009,4.98
2026-01-20T06:37:34.301-03:00,2217.301,5898.273,2.996,0.00,10.0524148,9.9999740,3.00
2026-01-20T06:37:44.301-03:00,2227.301,5928.167,2.993,0.00,10.0527035,10.0000173,4.35
2026-01-20T06:37:54.301-03:00,2237.301,5957.983,3.022,0.00,10.0529442,9.9999936,2.34
2026-01-20T06:38:04.301-03:00,2247.301,5987.862,2.984,0.00,10.0532035,9.9999858,3.49
2026-01-20T06:38:14.301-03:00,2257.301,6018.079,3.020,0.00,10.0534645,9.9999990,2.69
2026-01-20T06:38:24.301-03:00,2267.301,6048.515,3.012,0.00,10.0537314,10.0000043,3.12
2026-01-20T06:38:34.301-03:00,2277.301,6078.896,3.010,0.00,10.0540222,9.9999830,4.18
2026-01-20T06:38:44.301-03:00,2287.301,6109.251,2.983,0.00,10.0542708,9.9999951,3.59
2026-01-20T06:38:54.301-03:00,2297.301,6139.165,3.009,0.00,10.0545374,10.0000074,3.12
2026-01-20T06:39:04.301-03:00,2307.301,6169.285,3.003,0.00,10.0548076,10.0000256,2.06
2026-01-20T06:39:14.301-03:00,2317.301,6199.143,2.984,0.00,10.0550891,10.0000133,2.50
2026-01-20T06:39:24.301-03:00,2327.301,6228.978,2.923,0.00,10.0553528,10.0000192,4.40
2026-01-20T06:39:34.301-03:00,2337.301,6258.774,2.961,0.00,10.0556312,9.9999916,4.16
2026-01-20T06:39:44.301-03:00,2347.301,6288.458,2.931,0.00,10.0558880,10.0000084,2.44
2026-01-20T06:39:54.301-03:00,2357.301,6318.432,2.991,0.00,10.0561284,10.0000003,3.25
2026-01-20T06:40:04.301-03:00,2367.301,6348.492,3.010,0.00,10.0564213,10.0000332,2.12
2026-01-20T06:40:14.301-03:00,2377.301,6378.765,2.995,0.00,10.0567069,10.0000056,2.42
2026-01-20T06:40:24.301-03:00,2387.301,6409.111,3.001,0.00,10.0569337,10.0000284,2.04
2026-01-20T06:40:34.301-03:00,2397.301,6439.324,2.965,0.00,10.0572059,10.0000224,4.27
2026-01-20T06:40:44.301-03:00,2407.301,6469.395,2.952,0.00,10.0574933,10.0000011,2.92
2026-01-20T06:40:54.301-03:00,2417.301,6499.472,3.012,0.00,10.0577424,10.0000209,4.88
2026-01-20T06:41:04.301-03:00,2427.301,6529.141,2.943,0.00,10.0580320,10.0000215,2.10
2026-01-20T06:41:14.301-03:00,2437.301,6558.757,2.929,0.00,10.0582849,10.0000159,4.39
2026-01-20T06:41:24.301-03:00,2447.301,6588.431,2.960,0.00,10.0585369,10.0000033,3.31
2026-01-20T06:41:34.301-03:00,2457.301,6618.418,2.976,0.00,10.0588098,10.0000251,4.76
2026-01-20T06:41:44.301-03:00,2467.301,6648.447,2.967,0.00,10.0590909,10.0000113,4.87
2026-01-20T06:41:54.301-03:00,2477.301,6678.706,2.969,0.00,10.0593416,10.0000050,4.43
2026-01-20T06:42:04.301-03:00,2487.301,6709.216,3.066,0.00,10.0596202,10.0000090,3.48
2026-01-20T06:42:11.056-03:00,2494.056,6723.361,1.804,0.00,10.0597438,10.0000295,3.11
2026-01-20T06:42:21.056-03:00,2504.056,6741.019,1.734,0.00,10.0599206,10.0000232,3.03
2026-01-20T06:42:31.056-03:00,2514.056,6758.578,1.751,0.00,10.0600531,10.0000252,3.05
2026-01-20T06:42:41.056-03:00,2524.056,6776.012,1.688,0.00,10.0602063,10.0000406,3.25
2026-01-20T06:42:51.056-03:00,2534.056,6793.232,1.711,0.00,10.0603799,10.0000270,3.42
2026-01-20T06:43:01.056-03:00,2544.056,6810.546,1.677,0.00,10.0605133,10.0000275,4.82
2026-01-20T06:43:11.056-03:00,2554.056,6827.193,1.636,0.00,10.0606797,10.0000435,4.79
2026-01-20T06:43:21.056-03:00,2564.056,6844.007,1.740,0.00,10.0608163,10.0000290,3.01
2026-01-20T06:43:31.056-03:00,2574.056,6860.578,1.639,0.00,10.0609660,10.0000386,2.43
2026-01-20T06:43:41.056-03:00,2584.056,6877.324,1.669,0.00,10.0611092,10.0000156,4.39
2026-01-20T06:43:51.056-03:00,2594.056,6893.978,1.653,0.00,10.0612597,10.0000002,2.12
2026-01-20T06:44:01.056-03:00,2604.056,6911.179,1.786,0.00,10.0614326,10.0000107,2.70
2026-01-20T06:44:11.056-03:00,2614.056,6928.307,1.682,0.00,10.0615771,10.0000439,2.68
