Session Information:,,,,Device Information:,,,,Oarlock Information:,,,,Oarlock Settings:

Name:,JustGo-3915M,,,Name:,SpeedCoach fixture-device,,,Firmware:,---,,,Boat ID:,---
Start Time:,01/15/2026 06:59:50,,,Model:,SpeedCoach GPS Pro,,,,,,,Seat Number:,---
Type:,Just Go,,,Serial:,fixture-device,,,,,,,Port Starboard:,---
System of Units:,Meters/Split500,,,Firmware Version:,3.03,,,,,,,Oar Length:,---
Speed Input:,GPS,,,Profile Version:,1.16,,,,,,,Inboard Length:,---
,,,,Hardware Version:,Rev 22B,,,,,,,,
,,,,LiNK Version:,2.1.68,,,,,,,,


Session Summary:

Total Intervals,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.
1,198.6,0.0,00:01:17.4,00:03:10.8,2.62,00:00:00.0,0.00,21.5,27,7.5,0.0,---,---,---,---,---,---,---,---,---,---,10.0016941,10.0003907
1,205.7,0.0,00:01:20.1,00:03:09.4,2.64,00:00:00.0,0.00,21.5,28,7.0,0.0,---,---,---,---,---,---,---,---,---,---,10.0017573,10.0003950
1,213.6,0.0,00:01:23.1,00:03:05.9,2.69,00:00:00.0,0.00,20.0,29,7.9,0.0,---,---,---,---,---,---,---,---,---,---,10.0018286,10.0003992
1,220.8,0.0,00:01:25.9,00:03:05.2,2.70,00:00:00.0,0.00,21.5,30,7.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0018935,10.0004033
1,228.9,0.0,00:01:28.9,00:03:03.1,2.73,00:00:00.0,0.00,21.0,31,8.1,0.0,---,---,---,---,---,---,---,---,---,---,10.0019660,10.0004061
1,236.9,0.0,00:01:31.9,00:03:02.5,2.74,00:00:00.0,0.00,21.0,32,7.9,0.0,---,---,---,---,---,---,---,---,---,---,10.0020373,10.0004096
1,244.9,0.0,00:01:34.9,00:03:05.2,2.70,00:00:00.0,0.00,21.0,33,8.1,0.0,---,---,---,---,---,---,---,---,---,---,10.0021097,10.0004145
1,252.5,0.0,00:01:37.4,00:03:08.7,2.65,00:00:00.0,0.00,21.0,34,7.6,0.0,---,---,---,---,---,---,---,---,---,---,10.0021778,10.0004191
1,260.5,0.0,00:01:40.4,00:03:12.3,2.60,00:00:00.0,0.00,21.0,35,8.0,0.0,---,---,---,---,---,---,---,---,---,---,10.0022493,10.0004247
1,268.0,0.0,00:01:43.1,00:03:13.1,2.59,00:00:00.0,0.00,21.5,36,7.5,0.0,---,---,---,---,---,---,---,---,---,---,10.0023163,10.0004307
1,275.6,0.0,00:01:45.9,00:03:12.3,2.60,00:00:00.0,0.00,21.5,37,7.6,0.0,---,---,---,---,---,---,---,---,---,---,10.0023842,10.0004360
1,283.2,0.0,00:01:48.7,00:03:12.3,2.60,00:00:00.0,0.00,21.0,38,7.6,0.0,---,---,---,---,---,---,---,---,---,---,10.0024520,10.0004416
1,290.7,0.0,00:01:51.5,00:03:12.3,2.60,00:00:00.0,0.00,21.5,39,7.5,0.0,---,---,---,---,---,---,---,---,---,---,10.0025191,10.0004468
1,298.5,0.0,00:01:54.5,00:03:10.8,2.62,00:00:00.0,0.00,20.0,40,7.8,0.0,---,---,---,---,---,---,---,---,---,---,10.0025893,10.0004519
1,305.5,0.0,00:01:57.1,00:03:10.1,2.63,00:00:00.0,0.00,22.0,41,7.0,0.0,---,---,---,---,---,---,---,---,---,---,10.0026521,10.0004564
1,313.3,0.0,00:02:00.1,00:03:12.3,2.60,00:00:00.0,0.00,21.5,42,7.8,0.0,---,---,---,---,---,---,---,---,---,---,10.0027220,10.0004614
1,320.6,0.0,00:02:02.9,00:03:14.6,2.57,00:00:00.0,0.00,21.0,43,7.3,0.0,---,---,---,---,---,---,---,---,---,---,10.0027873,10.0004677
1,327.7,0.0,00:02:05.8,00:03:18.4,2.52,00:00:00.0,0.00,21.5,44,7.1,0.0,---,---,---,---,---,---,---,---,---,---,10.0028510,10.0004727
1,335.0,0.0,00:02:08.5,00:03:19.2,2.51,00:00:00.0,0.00,20.5,45,7.3,0.0,---,---,---,---,---,---,---,---,---,---,10.0029163,10.0004777
1,342.6,0.0,00:02:11.5,00:03:18.4,2.52,00:00:00.0,0.00,21.5,46,7.6,0.0,---,---,---,---,---,---,---,---,---,---,10.0029840,10.0004824
1,350.0,0.0,00:02:14.4,00:03:16.1,2.55,00:00:00.0,0.00,21.0,47,7.4,0.0,---,---,---,---,---,---,---,---,---,---,10.0030505,10.0004860
1,357.1,0.0,00:02:17.1,00:03:09.4,2.64,00:00:00.0,0.00,21.5,48,7.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0031146,10.0004911
1,364.3,0.0,00:02:19.9,00:03:05.2,2.70,00:00:00.0,0.00,21.5,49,7.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0031788,10.0004948
1,372.0,0.0,00:02:22.9,00:03:05.9,2.69,00:00:00.0,0.00,21.5,50,7.7,0.0,---,---,---,---,---,---,---,---,---,---,10.0032476,10.0004983
1,379.8,0.0,00:02:25.9,00:03:08.7,2.65,00:00:00.0,0.00,21.5,51,7.9,0.0,---,---,---,---,---,---,---,---,---,---,10.0033181,10.0005028
1,387.1,0.0,00:02:28.4,00:03:13.1,2.59,00:00:00.0,0.00,21.5,52,7.3,0.0,---,---,---,---,---,---,---,---,---,---,10.0033838,10.0005063
1,394.3,0.0,00:02:31.1,00:03:17.6,2.53,00:00:00.0,0.00,21.0,53,7.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0034479,10.0005096
1,401.9,0.0,00:02:34.1,00:03:21.6,2.48,00:00:00.0,0.00,20.0,54,7.6,0.0,---,---,---,---,---,---,---,---,---,---,10.0035161,10.0005130
1,409.5,0.0,00:02:37.1,00:03:23.3,2.46,00:00:00.0,0.00,21.0,55,7.6,0.0,---,---,---,---,---,---,---,---,---,---,10.0035841,10.0005169
1,416.6,0.0,00:02:39.9,00:03:23.3,2.46,00:00:00.0,0.00,21.0,56,7.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0036484,10.0005213
1,423.8,0.0,00:02:42.7,00:03:24.9,2.44,00:00:00.0,0.00,20.5,57,7.1,0.0,---,---,---,---,---,---,---,---,---,---,10.0037122,10.0005261
1,431.4,0.0,00:02:45.7,00:03:24.9,2.44,00:00:00.0,0.00,21.5,58,7.7,0.0,---,---,---,---,---,---,---,---,---,---,10.0037809,10.0005314
1,438.5,0.0,00:02:48.5,00:03:21.6,2.48,00:00:00.0,0.00,20.0,59,7.1,0.0,---,---,---,---,---,---,---,---,---,---,10.0038446,10.0005346
1,446.2,0.0,00:02:51.6,00:03:19.2,2.51,00:00:00.0,0.00,20.5,60,7.6,0.0,---,---,---,---,---,---,---,---,---,---,10.0039130,10.0005383
1,453.9,0.0,00:02:54.5,00:03:17.6,2.53,00:00:00.0,0.00,20.5,61,7.7,0.0,---,---,---,---,---,---,---,---,---,---,10.0039823,10.0005423
1,461.2,0.0,00:02:57.4,00:03:16.1,2.55,00:00:00.0,0.00,20.0,62,7.3,0.0,---,---,---,---,---,---,---,---,---,---,10.0040477,10.0005458
1,468.9,0.0,00:03:00.4,00:03:16.9,2.54,00:00:00.0,0.00,20.0,63,7.7,0.0,---,---,---,---,---,---,---,---,---,---,10.0041167,10.0005497
1,476.7,0.0,00:03:03.4,00:03:16.9,2.54,00:00:00.0,0.00,20.0,64,7.8,0.0,---,---,---,---,---,---,---,---,---,---,10.0041865,10.0005554
1,484.6,0.0,00:03:06.4,00:03:13.8,2.58,00:00:00.0,0.00,21.0,65,7.9,0.0,---,---,---,---,---,---,---,---,---,---,10.0042573,10.0005623
1,492.0,0.0,00:03:09.1,00:03:13.8,2.58,00:00:00.0,0.00,20.0,66,7.5,0.0,---,---,---,---,---,---,---,---,---,---,10.0043241,10.0005676
1,499.8,0.0,00:03:12.1,00:03:14.6,2.57,00:00:00.0,0.00,20.0,67,7.8,0.0,---,---,---,---,---,---,---,---,---,---,10.0043941,10.0005726
1,507.3,0.0,00:03:14.9,00:03:13.8,2.58,00:00:00.0,0.00,21.0,68,7.4,0.0,---,---,---,---,---,---,---,---,---,---,10.0044612,10.0005771
1,515.0,0.0,00:03:17.9,00:03:14.6,2.57,00:00:00.0,0.00,21.0,69,7.7,0.0,---,---,---,---,---,---,---,---,---,---,10.0045300,10.0005812
1,522.4,0.0,00:03:20.7,00:03:16.9,2.54,00:00:00.0,0.00,20.0,70,7.4,0.0,---,---,---,---,---,---,---,---,---,---,10.0045963,10.0005849
1,530.3,0.0,00:03:23.8,00:03:15.3,2.56,00:00:00.0,0.00,20.5,71,7.9,0.0,---,---,---,---,---,---,---,---,---,---,10.0046674,10.0005886
1,538.2,0.0,00:03:26.7,00:03:13.8,2.58,00:00:00.0,0.00,20.5,72,7.8,0.0,---,---,---,---,---,---,---,---,---,---,10.0047379,10.0005914
1,545.5,0.0,00:03:29.5,00:03:14.6,2.57,00:00:00.0,0.00,21.0,73,7.4,0.0,---,---,---,---,---,---,---,---,---,---,10.0048040,10.0005935
1,553.3,0.0,00:03:32.5,00:03:13.8,2.58,00:00:00.0,0.00,20.0,74,7.8,0.0,---,---,---,---,---,---,---,---,---,---,10.0048741,10.0005941
1,560.9,0.0,00:03:35.4,00:03:11.6,2.61,00:00:00.0,0.00,22.0,75,7.5,0.0,---,---,---,---,---,---,---,---,---,---,10.0049418,10.0005968
1,568.3,0.0,00:03:38.2,00:03:09.4,2.64,00:00:00.0,0.00,21.0,76,7.5,0.0,---,---,---,---,---,---,---,---,---,---,10.0050087,10.0005985
1,574.8,0.0,00:03:40.9,00:03:09.4,2.64,00:00:00.0,0.00,21.5,77,6.5,0.0,---,---,---,---,---,---,---,---,---,---,10.0050668,10.0006002
1,582.6,0.0,00:03:43.9,00:03:09.4,2.64,00:00:00.0,0.00,20.0,78,7.8,0.0,---,---,---,---,---,---,---,---,---,---,10.0051368,10.0006016
1,590.4,0.0,00:03:46.9,00:03:08.7,2.65,00:00:00.0,0.00,21.0,79,7.8,0.0,---,---,---,---,---,---,---,---,---,---,10.0052072,10.0006019
1,598.1,0.0,00:03:49.9,00:03:10.1,2.63,00:00:00.0,0.00,21.0,80,7.6,0.0,---,---,---,---,---,---,---,---,---,---,10.0052758,10.0006035
1,605.8,0.0,00:03:52.9,00:03:12.3,2.60,00:00:00.0,0.00,21.0,81,7.8,0.0,---,---,---,---,---,---,---,---,---,---,10.0053454,10.0006054
1,613.0,0.0,00:03:55.4,00:03:16.1,2.55,00:00:00.0,0.00,22.0,82,7.1,0.0,---,---,---,---,---,---,---,---,---,---,10.0054095,10.0006068
1,620.2,0.0,00:03:58.1,00:03:21.6,2.48,00:00:00.0,0.00,21.5,83,7.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0054743,10.0006072
1,626.9,0.0,00:04:00.7,00:03:21.6,2.48,00:00:00.0,0.00,22.0,84,6.8,0.0,---,---,---,---,---,---,---,---,---,---,10.0055350,10.0006071
1,634.0,0.0,00:04:03.5,00:03:21.6,2.48,00:00:00.0,0.00,22.0,85,7.0,0.0,---,---,---,---,---,---,---,---,---,---,10.0055981,10.0006068
1,641.2,0.0,00:04:06.4,00:03:20.8,2.49,00:00:00.0,0.00,21.0,86,7.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0056629,10.0006067
1,648.9,0.0,00:04:09.4,00:03:16.9,2.54,00:00:00.0,0.00,21.0,87,7.8,0.0,---,---,---,---,---,---,---,---,---,---,10.0057325,10.0006063
1,656.2,0.0,00:04:12.1,00:03:16.9,2.54,00:00:00.0,0.00,20.0,88,7.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0057975,10.0006066
1,663.8,0.0,00:04:15.1,00:03:18.4,2.52,00:00:00.0,0.00,21.0,89,7.7,0.0,---,---,---,---,---,---,---,---,---,---,10.0058664,10.0006067
1,671.5,0.0,00:04:18.1,00:03:17.6,2.53,00:00:00.0,0.00,20.0,90,7.7,0.0,---,---,---,---,---,---,---,---,---,---,10.0059352,10.0006068
1,678.7,0.0,00:04:20.9,00:03:19.2,2.51,00:00:00.0,0.00,21.0,91,7.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0059996,10.0006051
1,686.2,0.0,00:04:23.9,00:03:21.6,2.48,00:00:00.0,0.00,20.0,92,7.5,0.0,---,---,---,---,---,---,---,---,---,---,10.0060669,10.0006026
1,693.1,0.0,00:04:26.7,00:03:25.8,2.43,00:00:00.0,0.00,22.0,93,7.0,0.0,---,---,---,---,---,---,---,---,---,---,10.0061292,10.0005986
1,700.2,0.0,00:04:29.6,00:03:25.8,2.43,00:00:00.0,0.00,20.0,94,7.1,0.0,---,---,---,---,---,---,---,---,---,---,10.0061931,10.0005950
1,707.1,0.0,00:04:32.4,00:03:23.3,2.46,00:00:00.0,0.00,22.0,95,7.0,0.0,---,---,---,---,---,---,---,---,---,---,10.0062551,10.0005905
1,714.3,0.0,00:04:35.2,00:03:20.8,2.49,00:00:00.0,0.00,21.0,96,7.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0063194,10.0005856
1,721.4,0.0,00:04:38.1,00:03:17.6,2.53,00:00:00.0,0.00,20.0,97,7.1,0.0,---,---,---,---,---,---,---,---,---,---,10.0063828,10.0005806
1,728.9,0.0,00:04:41.1,00:03:16.1,2.55,00:00:00.0,0.00,20.0,98,7.5,0.0,---,---,---,---,---,---,---,---,---,---,10.0064504,10.0005759
1,736.2,0.0,00:04:44.0,00:03:13.8,2.58,00:00:00.0,0.00,20.0,99,7.3,0.0,---,---,---,---,---,---,---,---,---,---,10.0065157,10.0005726
1,743.2,0.0,00:04:46.9,00:03:13.8,2.58,00:00:00.0,0.00,21.5,100,7.0,0.0,---,---,---,---,---,---,---,---,---,---,10.0065783,10.0005684
1,750.6,0.0,00:04:49.9,00:03:16.1,2.55,00:00:00.0,0.00,21.5,101,7.4,0.0,---,---,---,---,---,---,---,---,---,---,10.0066446,10.0005643
1,758.0,0.0,00:04:52.9,00:03:18.4,2.52,00:00:00.0,0.00,21.0,102,7.4,0.0,---,---,---,---,---,---,---,---,---,---,10.0067105,10.0005594
1,764.9,0.0,00:04:55.4,00:03:22.4,2.47,00:00:00.0,0.00,21.5,103,6.9,0.0,---,---,---,---,---,---,---,---,---,---,10.0067725,10.0005553
1,772.1,0.0,00:04:58.4,00:03:26.6,2.42,00:00:00.0,0.00,21.0,104,7.3,0.0,---,---,---,---,---,---,---,---,---,---,10.0068376,10.0005512
1,779.2,0.0,00:05:01.1,00:03:26.6,2.42,00:00:00.0,0.00,20.0,105,7.1,0.0,---,---,---,---,---,---,---,---,---,---,10.0069008,10.0005473
1,786.8,0.0,00:05:04.1,00:03:23.3,2.46,00:00:00.0,0.00,21.0,106,7.6,0.0,---,---,---,---,---,---,---,---,---,---,10.0069689,10.0005442
1,794.6,0.0,00:05:07.1,00:03:20.0,2.50,00:00:00.0,0.00,20.0,107,7.9,0.0,---,---,---,---,---,---,---,---,---,---,10.0070395,10.0005412
1,801.9,0.0,00:05:09.9,00:03:19.2,2.51,00:00:00.0,0.00,21.5,108,7.3,0.0,---,---,---,---,---,---,---,---,---,---,10.0071047,10.0005381
1,809.1,0.0,00:05:12.7,00:03:20.8,2.49,00:00:00.0,0.00,21.0,109,7.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0071692,10.0005335
1,816.5,0.0,00:05:15.5,00:03:18.4,2.52,00:00:00.0,0.00,22.0,110,7.4,0.0,---,---,---,---,---,---,---,---,---,---,10.0072352,10.0005295
1,823.6,0.0,00:05:18.4,00:03:15.3,2.56,00:00:00.0,0.00,22.0,111,7.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0072995,10.0005249
1,830.7,0.0,00:05:21.2,00:03:18.4,2.52,00:00:00.0,0.00,21.0,112,7.0,0.0,---,---,---,---,---,---,---,---,---,---,10.0073624,10.0005186
1,837.5,0.0,00:05:23.9,00:03:24.1,2.45,00:00:00.0,0.00,21.0,113,6.9,0.0,---,---,---,---,---,---,---,---,---,---,10.0074237,10.0005117
1,844.3,0.0,00:05:26.7,00:03:28.3,2.40,00:00:00.0,0.00,21.0,114,6.8,0.0,---,---,---,---,---,---,---,---,---,---,10.0074842,10.0005029
1,850.7,0.0,00:05:29.4,00:03:30.1,2.38,00:00:00.0,0.00,23.5,115,6.3,0.0,---,---,---,---,---,---,---,---,---,---,10.0075402,10.0004929
1,856.8,0.0,00:05:32.0,00:03:25.8,2.43,00:00:00.0,0.00,22.5,116,6.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0075936,10.0004783
1,863.7,0.0,00:05:34.9,00:03:18.4,2.52,00:00:00.0,0.00,22.5,117,6.8,0.0,---,---,---,---,---,---,---,---,---,---,10.0076504,10.0004545
1,871.1,0.0,00:05:37.9,00:03:16.1,2.55,00:00:00.0,0.00,21.5,118,7.5,0.0,---,---,---,---,---,---,---,---,---,---,10.0077093,10.0004217
1,878.3,0.0,00:05:40.4,00:03:18.4,2.52,00:00:00.0,0.00,21.0,119,7.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0077630,10.0003854
1,885.5,0.0,00:05:43.1,00:03:20.0,2.50,00:00:00.0,0.00,21.5,120,7.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0078154,10.0003468
1,892.5,0.0,00:05:45.9,00:03:21.6,2.48,00:00:00.0,0.00,22.0,121,7.0,0.0,---,---,---,---,---,---,---,---,---,---,10.0078654,10.0003079
1,899.5,0.0,00:05:48.7,00:03:24.9,2.44,00:00:00.0,0.00,21.5,122,7.0,0.0,---,---,---,---,---,---,---,---,---,---,10.0079135,10.0002674
1,907.9,0.0,00:05:52.4,00:03:28.3,2.40,00:00:00.0,0.00,17.0,123,8.4,0.0,---,---,---,---,---,---,---,---,---,---,10.0079709,10.0002175
1,913.3,0.0,00:05:54.7,00:03:40.3,2.27,00:00:00.0,0.00,22.5,124,5.4,0.0,---,---,---,---,---,---,---,---,---,---,10.0080072,10.0001845
1,919.5,0.0,00:05:57.5,00:03:50.4,2.17,00:00:00.0,0.00,21.5,125,6.2,0.0,---,---,---,---,---,---,---,---,---,---,10.0080469,10.0001453
1,926.0,0.0,00:06:00.5,00:03:48.3,2.19,00:00:00.0,0.00,21.5,126,6.5,0.0,---,---,---,---,---,---,---,---,---,---,10.0080873,10.0001020
1,932.0,0.0,00:06:03.1,00:03:46.2,2.21,00:00:00.0,0.00,21.5,127,6.0,0.0,---,---,---,---,---,---,---,---,---,---,10.0081227,10.0000611
1,938.8,0.0,00:06:06.1,00:03:43.2,2.24,00:00:00.0,0.00,21.5,128,6.8,0.0,---,---,---,---,---,---,---,---,---,---,10.0081625,10.0000137
1,945.5,0.0,00:06:08.9,00:03:37.4,2.30,00:00:00.0,0.00,21.0,129,6.7,0.0,---,---,---,---,---,---,---,---,---,---,10.0082017,9.9999676
1,952.3,0.0,00:06:11.7,00:03:31.0,2.37,00:00:00.0,0.00,21.0,130,6.8,0.0,---,---,---,---,---,---,---,---,---,---,10.0082416,9.9999204
1,959.3,0.0,00:06:14.5,00:03:25.8,2.43,00:00:00.0,0.00,22.0,131,6.9,0.0,---,---,---,---,---,---,---,---,---,---,10.0082836,9.9998736
1,966.3,0.0,00:06:17.4,00:03:21.6,2.48,00:00:00.0,0.00,21.0,132,7.1,0.0,---,---,---,---,---,---,---,---,---,---,10.0083282,9.9998274
1,973.0,0.0,00:06:20.1,00:03:19.2,2.51,00:00:00.0,0.00,22.0,133,6.6,0.0,---,---,---,---,---,---,---,---,---,---,10.0083700,9.9997845
1,979.5,0.0,00:06:22.9,00:03:18.4,2.52,00:00:00.0,0.00,21.5,134,6.5,0.0,---,---,---,---,---,---,---,---,---,---,10.0084120,9.9997428
1,986.8,0.0,00:06:25.9,00:03:17.6,2.53,00:00:00.0,0.00,21.5,135,7.3,0.0,---,---,---,---,---,---,---,---,---,---,10.0084586,9.9996966
