Session Summary
key,value
session_id,fixture-session-ios
user_id,
start_time,2026-01-15T10:59:18.826Z
end_time,2026-01-15T11:25:22.549Z
elapsed_seconds,1564
rower_type,OLYMPIC
boat_type,SINGLE_SCULL
visibility,PUBLIC
total_distance_m,4625
avg_speed_ms,2.9974076474400517
avg_split_s_500m,166.8108108108108
avg_spm,22
total_strokes,562
avg_heart_rate,
max_heart_rate,
avg_dps_m,8.229537366548042
best_split_s_500m,146.7593787441078
avg_power_w,75
max_speed_ms,3.909274973023346

Device Info
key,value
device_model,fixture-mobile-ios
device_os,ios
device_os_version,26.5
app_version,7.0.2
app_build,121

Workout Logs
timestamp,latitude,longitude,speed,split_seconds,spm,stroke_count,heart_rate,accelx,accely,accelz
2026-01-15T11:05:14.108Z,10.0074372,10.0004843,2.3745218531968386,210.5687085283489,21,116,,0,0,0
2026-01-15T11:05:19.114Z,10.0075489,10.0004689,2.3375818858804984,213.8962502319634,22,118,,0,0,0
2026-01-15T11:05:25.119Z,10.0076741,10.0004134,2.371269919534053,210.85748015487346,22,120,,0,0,0
2026-01-15T11:05:31.106Z,10.0077880,10.0003294,2.4170991697538495,206.85953073696953,22,122,,0,0,0
2026-01-15T11:05:36.115Z,10.0078820,10.0002670,2.5102764417299688,199.1812501954656,22,124,,0,0,0
2026-01-15T11:05:43.035Z,10.0079595,10.0001897,2.588029335848208,193.1971918069965,21,127,,0,0,0
2026-01-15T11:05:48.654Z,10.0080428,10.0001105,2.504995810130982,199.60113225652694,25,130,,0,0,0
2026-01-15T11:05:54.108Z,10.0081371,9.9999947,2.4135535116596856,207.1634200710859,27,131,,0,0,0
2026-01-15T11:05:59.962Z,10.0082018,9.9999161,2.393685627171936,208.88290188329128,21,134,,0,0,0
2026-01-15T11:06:05.115Z,10.0082959,9.9998152,2.4123560459443403,207.2662536032363,21,135,,0,0,0
2026-01-15T11:06:11.081Z,10.0083563,9.9997543,2.434583728150233,205.3739184315891,21,138,,0,0,0
2026-01-15T11:06:16.113Z,10.0084725,9.9996387,2.508330268185264,199.33579175829257,22,139,,0,0,0
2026-01-15T11:06:22.037Z,10.0085582,9.9995619,2.6412019681948995,189.30774928269477,22,142,,0,0,0
2026-01-15T11:06:27.653Z,10.0086404,9.9994917,2.560010610283493,195.31169050296648,27,145,,0,0,0
2026-01-15T11:06:33.073Z,10.0087421,9.9994000,2.546476102641196,196.34977115292844,27,147,,0,0,0
2026-01-15T11:06:38.436Z,10.0088282,9.9993282,2.6189709623217308,190.91467877778513,22,149,,0,0,0
2026-01-15T11:06:45.111Z,10.0089566,9.9992038,2.5846131387830367,193.4525490477947,22,151,,0,0,0
2026-01-15T11:06:51.105Z,10.0090616,9.9991039,2.546029589809486,196.38420621710603,22,153,,0,0,0
2026-01-15T11:06:56.109Z,10.0091469,9.9990235,2.5509892826905394,196.00239146149914,21,155,,0,0,0
2026-01-15T11:07:02.104Z,10.0092429,9.9989274,2.5960971526823244,192.59679842235215,21,157,,0,0,0
2026-01-15T11:07:08.106Z,10.0093443,9.9988301,2.6215263068732746,190.72858383647346,22,159,,0,0,0
2026-01-15T11:07:13.106Z,10.0094280,9.9987549,2.7157049227627588,184.11425917781108,22,161,,0,0,0
2026-01-15T11:07:19.106Z,10.0095411,9.9986560,2.8119692268443077,177.8113342161706,22,163,,0,0,0
2026-01-15T11:07:24.109Z,10.0096256,9.9985676,2.803019377182796,178.37907367680427,23,165,,0,0,0
2026-01-15T11:07:30.100Z,10.0097318,9.9984706,2.712104252216656,184.3586947630572,22,167,,0,0,0
2026-01-15T11:07:35.105Z,10.0098154,9.9983851,2.6730724098896106,187.05067552608813,22,169,,0,0,0
2026-01-15T11:07:41.108Z,10.0099099,9.9982878,2.58558768572296,193.3796338684968,22,171,,0,0,0
2026-01-15T11:07:46.108Z,10.0099925,9.9982014,2.561154581171545,195.22445215754442,22,173,,0,0,0
2026-01-15T11:07:51.109Z,10.0100692,9.9981204,2.5546080745788653,195.72473953071116,22,175,,0,0,0
2026-01-15T11:07:57.107Z,10.0101717,9.9980156,2.614444282887894,191.2452306873046,22,177,,0,0,0
2026-01-15T11:08:02.111Z,10.0102529,9.9979298,2.610564875378265,191.52942901966804,22,179,,0,0,0
2026-01-15T11:08:08.408Z,10.0103342,9.9978496,2.612479075108415,191.3890927448866,22,182,,0,0,0
2026-01-15T11:08:13.743Z,10.0104382,9.9977443,2.627263118564262,190.31211471245345,22,184,,0,0,0
2026-01-15T11:08:19.102Z,10.0105376,9.9976287,2.673255826789909,187.0378416421179,22,185,,0,0,0
2026-01-15T11:08:24.116Z,10.0106106,9.9975422,2.7683342415628047,180.61402864335324,22,187,,0,0,0
2026-01-15T11:08:30.099Z,10.0107043,9.9974336,2.7080753219539266,184.6329738122796,22,189,,0,0,0
2026-01-15T11:08:35.104Z,10.0107807,9.9973403,2.696382992437973,185.4335980468108,22,191,,0,0,0
2026-01-15T11:08:41.106Z,10.0108654,9.9972275,2.603637126304379,192.0390498923725,21,193,,0,0,0
2026-01-15T11:08:47.105Z,10.0109531,9.9971181,2.588354622894147,193.17291207992557,21,195,,0,0,0
2026-01-15T11:08:52.900Z,10.0110187,9.9970294,2.5523214458618186,195.9000896265124,21,198,,0,0,0
2026-01-15T11:08:58.102Z,10.0111063,9.9969087,2.7157777434326307,184.10932235125424,21,199,,0,0,0
2026-01-15T11:09:03.118Z,10.0111687,9.9968085,2.827697195928765,176.8223276240063,21,201,,0,0,0
2026-01-15T11:09:09.104Z,10.0112503,9.9966833,2.8788359088546303,173.6813128049835,22,203,,0,0,0
2026-01-15T11:09:14.110Z,10.0113202,9.9965906,2.779801112313554,179.86898335466287,22,205,,0,0,0
2026-01-15T11:09:20.101Z,10.0114043,9.9964658,2.899983740487404,172.41475978619258,22,207,,0,0,0
2026-01-15T11:09:25.117Z,10.0114745,9.9963700,2.884545264561074,173.33754687190958,22,209,,0,0,0
2026-01-15T11:09:30.118Z,10.0115461,9.9962724,2.9047152328572965,172.13391328146216,23,211,,0,0,0
2026-01-15T11:09:35.131Z,10.0116202,9.9961793,2.8849013289418943,173.31615295951448,23,213,,0,0,0
2026-01-15T11:09:41.104Z,10.0117045,9.9960476,2.8098121182303246,177.94784098052432,23,215,,0,0,0
2026-01-15T11:09:46.108Z,10.0117724,9.9959486,2.713681052029485,184.2515720946882,23,217,,0,0,0
2026-01-15T11:09:52.107Z,10.0118625,9.9958275,2.823496675466136,177.08538648002983,22,219,,0,0,0
2026-01-15T11:09:57.967Z,10.0119352,9.9957341,2.81592829880872,177.56133926120395,22,222,,0,0,0
2026-01-15T11:10:03.118Z,10.0120239,9.9956183,2.681121403836407,186.4891307363224,22,223,,0,0,0
2026-01-15T11:10:08.643Z,10.0120991,9.9955182,2.7944300443858676,178.92736338292738,22,226,,0,0,0
2026-01-15T11:10:13.860Z,10.0121667,9.9954292,2.7923187749075002,179.062650186336,23,228,,0,0,0
2026-01-15T11:10:19.099Z,10.0122635,9.9953127,2.831055974207679,176.6125447731332,23,229,,0,0,0
2026-01-15T11:10:24.113Z,10.0123468,9.9952198,2.8003973516638814,178.54609086204158,23,231,,0,0,0
2026-01-15T11:10:29.757Z,10.0124358,9.9951297,2.8248207531716427,177.00238127980748,23,234,,0,0,0
2026-01-15T11:10:35.109Z,10.0125361,9.9950186,2.7877079833480045,179.35881483522743,23,236,,0,0,0
2026-01-15T11:10:40.429Z,10.0126173,9.9949358,2.8199654189175436,177.30713882013745,23,238,,0,0,0
2026-01-15T11:10:45.651Z,10.0127084,9.9948405,2.8252879540196223,176.9731114623679,23,240,,0,0,0
2026-01-15T11:10:50.992Z,10.0127843,9.9947750,2.8221883265298513,177.16748216260874,23,242,,0,0,0
2026-01-15T11:10:56.107Z,10.0129075,9.9946500,2.826603720138298,176.8907316005147,23,243,,0,0,0
2026-01-15T11:11:01.708Z,10.0129741,9.9945740,2.80999620770376,177.93618319812046,22,246,,0,0,0
2026-01-15T11:11:06.968Z,10.0130539,9.9944627,2.764215505581923,180.88314713173563,23,248,,0,0,0
2026-01-15T11:11:12.104Z,10.0131376,9.9943493,2.7358089929172156,182.76129704027542,23,250,,0,0,0
2026-01-15T11:11:17.522Z,10.0131861,9.9942527,2.7430299496997645,182.28018256042992,23,252,,0,0,0
2026-01-15T11:11:22.905Z,10.0132462,9.9941413,2.826397857219462,176.90361557657252,22,254,,0,0,0
2026-01-15T11:11:28.364Z,10.0133033,9.9940192,2.9539746900482613,169.26346785721145,22,256,,0,0,0
2026-01-15T11:11:33.738Z,10.0133617,9.9938926,2.925077271201273,170.93565524669359,22,258,,0,0,0
2026-01-15T11:11:38.959Z,10.0134048,9.9938044,2.870337735416185,174.1955289200497,22,260,,0,0,0
2026-01-15T11:11:44.296Z,10.0134675,9.9936773,2.79357485706529,178.98213779216954,23,262,,0,0,0
2026-01-15T11:11:49.633Z,10.0135479,9.9935621,2.7297974816850403,183.16377070263897,22,264,,0,0,0
2026-01-15T11:11:55.093Z,10.0136075,9.9934777,2.687021131994909,186.07966794395398,22,266,,0,0,0
2026-01-15T11:12:00.110Z,10.0136982,9.9933515,2.5155596477166977,198.76292754728988,22,267,,0,0,0
2026-01-15T11:12:05.969Z,10.0137630,9.9932615,2.4991393139723197,200.0688785953523,22,270,,0,0,0
2026-01-15T11:12:11.109Z,10.0138499,9.9931207,2.5767685287870536,194.04148817176136,22,271,,0,0,0
2026-01-15T11:12:16.927Z,10.0139163,9.9930229,2.619549230611128,190.87253415861645,22,274,,0,0,0
2026-01-15T11:12:22.107Z,10.0139827,9.9928953,2.6279425152220672,190.26291370675162,22,275,,0,0,0
2026-01-15T11:12:27.842Z,10.0140381,9.9927959,2.690742680594011,185.82230237252546,22,278,,0,0,0
2026-01-15T11:12:33.112Z,10.0141236,9.9926573,2.836007327167435,176.30419893851018,22,279,,0,0,0
2026-01-15T11:12:39.039Z,10.0141834,9.9925567,2.970723748267515,168.30915371770703,22,282,,0,0,0
2026-01-15T11:12:44.617Z,10.0142574,9.9924381,3.104620683193085,161.0502702332553,21,284,,0,0,0
2026-01-15T11:12:50.101Z,10.0143316,9.9922945,3.0683823738479417,162.95231137472902,21,285,,0,0,0
2026-01-15T11:12:55.930Z,10.0143816,9.9921994,3.0404822607230924,164.44759650763072,21,288,,0,0,0
2026-01-15T11:13:01.102Z,10.0144433,9.9920587,2.9847746539168054,167.51683392375006,21,289,,0,0,0
2026-01-15T11:13:07.098Z,10.0145056,9.9919317,2.8620590982775362,174.6993974725796,21,292,,0,0,0
2026-01-15T11:13:12.103Z,10.0145508,9.9918252,2.7238604456236093,183.56300184297012,21,293,,0,0,0
2026-01-15T11:13:18.106Z,10.0146180,9.9916905,2.724761789461642,183.50227969792175,22,295,,0,0,0
2026-01-15T11:13:23.819Z,10.0146591,9.9915917,2.7971437024841244,178.75377641697614,22,298,,0,0,0
2026-01-15T11:13:29.102Z,10.0147215,9.9914525,2.9476607392713525,169.62603373534688,22,299,,0,0,0
2026-01-15T11:13:35.104Z,10.0147824,9.9913149,2.871401303549764,174.13100682996696,21,301,,0,0,0
2026-01-15T11:13:41.029Z,10.0148351,9.9912182,2.9231630227941308,171.04759334362086,21,304,,0,0,0
2026-01-15T11:13:46.611Z,10.0148866,9.9911030,2.886765506616136,173.2042311209751,21,306,,0,0,0
2026-01-15T11:13:52.507Z,10.0149473,9.9909786,2.7704414802928135,180.4766509441499,21,308,,0,0,0
2026-01-15T11:13:58.098Z,10.0150259,9.9908347,2.6462599284340014,188.945913675188,21,310,,0,0,0
2026-01-15T11:14:03.110Z,10.0150860,9.9907312,2.5946925721565264,192.70105652032413,21,311,,0,0,0
2026-01-15T11:14:09.092Z,10.0151515,9.9906091,2.598005159389914,192.45535298221438,21,313,,0,0,0
2026-01-15T11:14:14.108Z,10.0152008,9.9905036,2.608687031738749,191.66730003128762,21,315,,0,0,0
2026-01-15T11:14:20.098Z,10.0152731,9.9903868,2.5943409572549827,192.72717358208746,21,317,,0,0,0
2026-01-15T11:14:25.100Z,10.0153257,9.9902749,2.5793444444950215,193.8477046239898,20,319,,0,0,0
2026-01-15T11:14:30.104Z,10.0153858,9.9901671,2.5508092204141777,196.01622732052633,21,321,,0,0,0
2026-01-15T11:14:35.770Z,10.0154350,9.9900981,2.4998140613382316,200.01487619936572,21,323,,0,0,0
2026-01-15T11:14:41.552Z,10.0155125,9.9899794,2.4943350526620702,200.45422505143276,21,325,,0,0,0
2026-01-15T11:14:48.100Z,10.0156044,9.9898126,2.5083751130000302,199.3322280262928,21,327,,0,0,0
2026-01-15T11:14:53.186Z,10.0156494,9.9897330,2.5406585047249175,196.79937270992508,21,329,,0,0,0
2026-01-15T11:14:59.083Z,10.0157105,9.9896251,2.5687831407631285,194.64469073534212,20,331,,0,0,0
2026-01-15T11:15:05.060Z,10.0157745,9.9894973,2.5723121370524376,194.37765456137072,20,333,,0,0,0
2026-01-15T11:15:10.103Z,10.0158604,9.9893804,2.614380147007545,191.24992230847025,20,334,,0,0,0
2026-01-15T11:15:15.177Z,10.0159195,9.9892815,2.5876906782427707,193.222476010748,23,337,,0,0,0
2026-01-15T11:15:21.102Z,10.0159843,9.9891475,2.5912795303135128,192.95486810699506,25,339,,0,0,0
2026-01-15T11:15:26.110Z,10.0160514,9.9890612,2.6608442404373824,187.91028516491116,26,341,,0,0,0
2026-01-15T11:15:31.513Z,10.0161067,9.9889971,2.6418561887164467,189.26086973830564,21,343,,0,0,0
2026-01-15T11:15:37.055Z,10.0161832,9.9888804,2.565552818619519,194.8897704897152,21,345,,0,0,0
2026-01-15T11:15:42.099Z,10.0162918,9.9887465,3.0502112230212677,163.92307399116592,21,346,,0,0,0
2026-01-15T11:15:47.109Z,10.0163510,9.9886800,3.059297996733064,163.43618716906153,21,348,,0,0,0
2026-01-15T11:15:54.099Z,10.0164446,9.9885510,2.9964507722778566,166.86407953897657,21,350,,0,0,0
2026-01-15T11:15:59.645Z,10.0165054,9.9884629,2.998873173886294,166.72929163991319,22,353,,0,0,0
2026-01-15T11:16:05.105Z,10.0165887,9.9883455,2.9741957783039847,168.1126722213027,22,354,,0,0,0
2026-01-15T11:16:10.676Z,10.0166486,9.9882655,2.936484283542154,170.27164177322675,22,357,,0,0,0
2026-01-15T11:16:16.098Z,10.0167348,9.9881492,2.890197603008094,172.9985518912631,22,358,,0,0,0
2026-01-15T11:16:21.762Z,10.0167907,9.9880686,2.5316110029335213,197.5026966704686,22,361,,0,0,0
2026-01-15T11:16:27.112Z,10.0168754,9.9879556,2.6559558057997714,188.2561445142112,22,362,,0,0,0
2026-01-15T11:16:33.097Z,10.0169546,9.9878354,2.643328345345958,189.15546412549824,21,365,,0,0,0
2026-01-15T11:16:38.731Z,10.0170014,9.9877583,2.705885635372402,184.78238454123974,21,367,,0,0,0
2026-01-15T11:16:44.104Z,10.0170910,9.9876384,2.956721336285167,169.10623056151832,21,368,,0,0,0
2026-01-15T11:16:49.768Z,10.0171549,9.9875389,2.9975902681382567,166.8006482789057,22,371,,0,0,0
2026-01-15T11:16:55.104Z,10.0172319,9.9874213,2.9225122662198215,171.08568055617928,22,372,,0,0,0
2026-01-15T11:17:01.099Z,10.0172975,9.9873041,2.8122992000742393,177.7904712225502,21,374,,0,0,0
2026-01-15T11:17:06.101Z,10.0173524,9.9872127,2.58467023874969,193.44827533661328,21,376,,0,0,0
2026-01-15T11:17:12.558Z,10.0174140,9.9870991,2.6711543977591194,187.18498654344324,21,379,,0,0,0
2026-01-15T11:17:18.057Z,10.0174710,9.9870017,2.7185968866295003,183.9184038130408,22,381,,0,0,0
2026-01-15T11:17:23.099Z,10.0175413,9.9868724,2.65308370133825,188.45994182083044,22,382,,0,0,0
2026-01-15T11:17:28.112Z,10.0175973,9.9867812,2.526025820655006,197.93938601559842,21,384,,0,0,0
2026-01-15T11:17:34.100Z,10.0176634,9.9866645,2.5130717581632562,198.95969877336015,21,386,,0,0,0
2026-01-15T11:17:39.101Z,10.0177106,9.9865782,2.3636463937178642,211.53756387965123,21,388,,0,0,0
2026-01-15T11:17:45.095Z,10.0177746,9.9864639,2.211099645669238,226.13182584481126,21,390,,0,0,0
2026-01-15T11:17:51.093Z,10.0178466,9.9863490,2.270974586721029,220.16979094509833,21,392,,0,0,0
2026-01-15T11:17:56.099Z,10.0179095,9.9862387,2.4414188247037067,204.79894516283193,21,394,,0,0,0
2026-01-15T11:18:02.098Z,10.0179797,9.9861294,2.4765390985904756,201.89465221226487,21,396,,0,0,0
2026-01-15T11:18:07.102Z,10.0180293,9.9860217,2.482324981289978,201.4240696800978,21,398,,0,0,0
2026-01-15T11:18:14.098Z,10.0181038,9.9858791,2.5027305994153624,199.78179038399097,22,400,,0,0,0
2026-01-15T11:18:19.101Z,10.0181510,9.9857863,2.5093921712315477,199.25143854840846,22,402,,0,0,0
2026-01-15T11:18:25.756Z,10.0181992,9.9856664,2.7603716336159425,181.13503048320567,21,405,,0,0,0
2026-01-15T11:18:31.096Z,10.0182600,9.9855420,2.772419061911164,180.34791596596713,21,406,,0,0,0
2026-01-15T11:18:36.912Z,10.0183105,9.9854412,2.797567645124007,178.72668811832668,22,409,,0,0,0
2026-01-15T11:18:42.568Z,10.0183658,9.9853112,2.8268613052720997,176.87461322120737,22,411,,0,0,0
2026-01-15T11:18:48.103Z,10.0184374,9.9851741,2.968405881744992,168.44057717136465,21,412,,0,0,0
2026-01-15T11:18:53.767Z,10.0184855,9.9850822,3.0038305009471427,166.45413242935786,21,415,,0,0,0
2026-01-15T11:18:59.101Z,10.0185498,9.9849609,3.06383939869322,163.19393249308646,21,416,,0,0,0
2026-01-15T11:19:04.962Z,10.0186095,9.9848497,3.0455915999889323,164.171716260912,22,419,,0,0,0
2026-01-15T11:19:10.377Z,10.0186724,9.9847337,3.0766218430367123,162.51591047227498,22,421,,0,0,0
2026-01-15T11:19:15.841Z,10.0187362,9.9846403,3.1288620211270093,159.80250858741962,22,423,,0,0,0
2026-01-15T11:19:20.898Z,10.0187921,9.9845506,3.0360240812318744,164.68907578530263,23,425,,0,0,0
2026-01-15T11:19:26.273Z,10.0188573,9.9844415,2.9779786012908094,167.89912452133612,23,427,,0,0,0
2026-01-15T11:19:31.816Z,10.0189290,9.9842991,3.022151866995581,165.4450279155118,22,429,,0,0,0
2026-01-15T11:19:37.099Z,10.0189709,9.9842011,3.0158061220318544,165.7931510740261,22,430,,0,0,0
2026-01-15T11:19:42.111Z,10.0190220,9.9841078,2.849184662907794,175.48880088723863,22,432,,0,0,0
2026-01-15T11:19:48.097Z,10.0190875,9.9839819,2.7083135973034898,184.61672994509237,22,435,,0,0,0
2026-01-15T11:19:53.107Z,10.0191507,9.9838813,2.6331146038292834,189.88919026648534,22,436,,0,0,0
2026-01-15T11:19:59.029Z,10.0191943,9.9838011,2.59362523478728,192.78035750643375,22,439,,0,0,0
2026-01-15T11:20:04.447Z,10.0192508,9.9836786,2.5341318092570173,197.30623252252815,22,441,,0,0,0
2026-01-15T11:20:10.027Z,10.0193061,9.9835520,2.526443965489355,197.90662560891326,22,443,,0,0,0
2026-01-15T11:20:15.100Z,10.0193596,9.9834200,2.5658943757905597,194.8638278790991,22,444,,0,0,0
2026-01-15T11:20:21.091Z,10.0194026,9.9832800,2.5925693830748124,192.85886937652376,22,446,,0,0,0
2026-01-15T11:20:26.098Z,10.0194336,9.9831778,2.7081388435085514,184.6286430987493,22,448,,0,0,0
2026-01-15T11:20:31.104Z,10.0194590,9.9830706,2.6877598671463994,186.02852364592047,22,450,,0,0,0
2026-01-15T11:20:37.099Z,10.0194811,9.9829199,2.782916184285584,179.66764605537608,22,452,,0,0,0
2026-01-15T11:20:42.108Z,10.0194947,9.9828070,2.779940300152285,179.85997755873032,22,454,,0,0,0
2026-01-15T11:20:48.094Z,10.0195232,9.9826137,3.303442299884391,151.35726754407008,26,457,,0,0,0
2026-01-15T11:20:53.117Z,10.0195449,9.9824500,3.5723313437610176,139.96462026772426,32,460,,0,0,0
2026-01-15T11:20:58.919Z,10.0195762,9.9822773,3.767684718594177,132.70749474668443,33,464,,0,0,0
2026-01-15T11:21:04.113Z,10.0196136,9.9820693,3.8386927496972536,130.25267522112404,33,466,,0,0,0
2026-01-15T11:21:09.836Z,10.0196402,9.9819304,3.867730520587941,129.27477685906464,33,470,,0,0,0
2026-01-15T11:21:16.146Z,10.0196900,9.9816734,3.846136244291277,130.0005949456776,32,472,,0,0,0
2026-01-15T11:21:21.165Z,10.0197040,9.9815504,3.375975059395066,148.10535954895175,27,474,,0,0,0
